ClassEdemaPre,ClassEdemaPost,ClassTissueFlair,ClassEdemaFlair,ClassTumorFlair,ClassTissuePost,ClassTumorPost,ClassTissuePre,ClassTumorPre
-1.61307108402,-1.24918603897,1.05048966408,0.97605317831,1.24762201309,0.96623903513,0.480362713337,1.08948194981,0.844645917416
0.0908036530018,0.16780257225,1.29893290997,0.863983929157,0.247989282012,0.767191767693,-0.370918571949,0.827675819397,0.237680450082
0.160949513316,0.64557248354,0.960630834103,-0.0935539603233,-0.0568725392222,0.841275453568,-1.24506926537,0.998746931553,-0.275310724974
0.473597586155,-0.3992818892,0.874317109585,-1.6934428215,0.103027582169,-1.19690859318,-0.790150284767,-0.0364019088447,0.197333991528
-0.790500700474,-0.320655435324,-1.09500038624,0.759812653065,-0.61583173275,-1.59321200848,-0.644732415676,-1.52329051495,-0.983352184296
-0.490493565798,-0.444834828377,-1.04931867123,1.04777216911,0.99537062645,-0.561637282372,0.837128341198,-1.22124505043,0.469371020794
-0.389765709639,0.268230319023,-1.14070522785,0.183505311608,2.91919589043,0.364296853542,-0.548240363598,-0.996012926102,2.74894452095
-1.01385676861,0.193180710077,-0.599132955074,-0.464524269104,-0.918871045113,0.103315718472,0.571333527565,0.172998160124,-0.847865283489
-1.99103915691,-1.60556268692,1.51011419296,1.30178761482,0.210387438536,0.876631557941,-0.724969506264,0.831766963005,-0.0656302124262
-1.44283735752,-1.12794244289,0.557849705219,0.846603453159,-0.82561904192,0.638165593147,0.759705662727,0.381732732058,-0.978109300137
0.789435982704,0.687659204006,-0.916003465652,-0.960080981255,-0.763118565083,-1.45560824871,0.771326839924,0.65807390213,-0.53996860981
0.535748541355,1.16826021671,-1.26427197456,-0.249363407493,0.521182000637,-1.62663114071,0.488616585732,-1.747590065,-0.305461764336
0.309921532869,0.0817152038217,-0.126544192433,-0.225887671113,0.192026793957,0.498298317194,-0.302593022585,-0.220413163304,0.746846914291
0.282384008169,0.16284430027,-0.189410060644,0.29897248745,0.366249889135,-0.711937665939,1.24376702309,-0.739895999432,-0.0141695272177
0.664882004261,0.14630125463,1.02875840664,0.806911766529,-0.877336204052,0.660242795944,-0.232554093003,0.802992343903,-0.905508518219
0.619777202606,0.383001089096,1.30026972294,-0.10197930783,0.0101618980989,0.724535048008,0.746381103992,1.10714137554,-0.438843607903
0.901337742805,0.50405138731,0.954803884029,0.422023028135,-0.989339530468,1.26801896095,-0.955600440502,1.13381171227,-1.37401282787
0.0339868739247,-0.33979383111,1.08649563789,0.783874452114,0.213638499379,0.73325830698,0.000849198608194,1.08524179459,-0.374680668116
-0.541683077812,-1.28765690327,0.418655872345,1.51971197128,0.0944368615746,1.52661824226,0.477233201265,0.37384352088,-0.0445852279663
1.05940210819,0.661029398441,-0.883376896381,-0.153911188245,1.06725585461,-1.39006745815,0.456844747066,-1.28147220612,2.93193531036
